,Vocab,Syllables
5353,knife,1.0
5354,alongside,3.0
5355,bathing,2.0
5356,teahouse,2.0
5357,wine,1.0
5358,tomatoes,3.0
5359,train's,
5360,moon,1.0
5361,clay,1.0
5362,games,1.0
5363,Exposed,2.0
5364,illness,2.0
5365,pencil,2.0
5366,dribbling,2.0
5367,liberty,3.0
5368,glows,1.0
5369,sold,1.0
5370,raspberry,3.0
5371,cranes,1.0
5372,channel,2.0
5373,wisdom,2.0
5374,September,3.0
5375,rolodex,3.0
5376,sails,1.0
5377,flock,1.0
5378,layer,2.0
5379,divorce,2.0
5380,iguanas,4.0
5381,incense,2.0
5382,Tax,1.0
5383,swirling,2.0
5384,unsuspected,4.0
5385,December,3.0
5386,headache,2.0
5387,poverty,3.0
5388,smart,1.0
5389,Dog,1.0
5390,handwriting,3.0
5391,daybreak,2.0
5392,twitter,2.0
5393,life's,1.0
5394,reflecting,3.0
5395,cup,1.0
5396,buy,1.0
5397,spoonful,2.0
5398,contrails,3.0
5399,kumquats,2.0
5400,backside,2.0
5401,peacekeepers,3.0
5402,dandelions,4.0
5403,miss,1.0
5404,kicks,1.0
5405,Wall,1.0
5406,jar,1.0
5407,etchings,2.0
5408,drowned,1.0
5409,crisis,2.0
5410,lights,1.0
5411,results,2.0
5412,mom,1.0
5413,Cracks,1.0
5414,wisp,1.0
5415,beckoning,3.0
5416,buzzards,2.0
5417,boat,1.0
5418,careful,2.0
5419,bet,1.0
5420,bay,1.0
5421,parakeets,3.0
5422,Withering,3.0
5423,lengthens,2.0
5424,extra,2.0
5425,unlocked,2.0
5426,tombstone,2.0
5427,doorway,2.0
5428,green,1.0
5429,haired,1.0
5430,life,1.0
5431,niche,1.0
5432,damp,1.0
5433,cabbie,2.0
5434,monologue,3.0
5435,cattle,2.0
5436,kind,1.0
5437,pan,1.0
5438,february,4.0
5439,measuring,3.0
5440,covered,2.0
5441,monkey,2.0
5442,hunger,2.0
5443,sentence,2.0
5444,gnawing,2.0
5445,basking,2.0
5446,unreachable,4.0
5447,lungs,1.0
5448,eyebrows,2.0
5449,old,1.0
5450,Suddenly,3.0
5451,haiku,2.0
5452,argument,3.0
5453,today,2.0
5454,cups,1.0
5455,snowpack,2.0
5456,patchwork,2.0
5457,know,1.0
5458,once,1.0
5459,weeks,1.0
5460,tall,1.0
5461,snowflakes,2.0
5462,scarred,1.0
5463,folder,2.0
5464,boggy,2.0
5465,forest,2.0
5466,continents,3.0
5467,Nord,1.0
5468,silver,2.0
5469,lampshade,2.0
5470,unknown,2.0
5471,anxious,2.0
5472,ground,1.0
5473,menu,2.0
5474,landing,2.0
5475,bleachers,2.0
5476,coffee,2.0
5477,teacher,2.0
5478,drumming,2.0
5479,declining,3.0
5480,clicking,2.0
5481,walks,1.0
5482,factory,3.0
5483,laugh,1.0
5484,union,2.0
5485,Year,1.0
5486,raining,2.0
5487,edged,1.0
5488,drum,1.0
5489,rake,1.0
5490,mouthed,1.0
5491,nearly,2.0
5492,system,2.0
5493,chai,1.0
5494,poison,2.0
5495,perseids,
5496,lawn,1.0
5497,peaks,1.0
5498,laces,2.0
5499,downtown,2.0
5500,words,1.0
5501,goodbye,2.0
5502,email,2.0
5503,blush,1.0
5504,clattering,3.0
5505,poet's,1.0
5506,wait,1.0
5507,smoothens,2.0
5508,machine,2.0
5509,slips,1.0
5510,hippie,2.0
5511,vampire,2.0
5512,mixed,1.0
5513,sake,1.0
5514,arrows,2.0
5515,fat,1.0
5516,tilted,2.0
5517,sixteen,2.0
5518,tell,1.0
5519,sleeps,1.0
5520,greyness,2.0
5521,lobotomy,4.0
5522,catching,2.0
5523,redwood,2.0
5524,snap,1.0
5525,species,2.0
5526,meeting,2.0
5527,Grand,1.0
5528,hunting,2.0
5529,Monday,2.0
5530,night,1.0
5531,terrorism,3.0
5532,cormorant,3.0
5533,migrators,3.0
5534,temple,2.0
5535,lesson,2.0
5536,smokes,1.0
5537,freesia's,
5538,croissants,2.0
5539,mirrored,2.0
5540,jet,1.0
5541,cow's,1.0
5542,follow,2.0
5543,wondering,3.0
5544,happy,2.0
5545,howling,2.0
5546,snowy,2.0
5547,pharmacy,3.0
5548,Latino,3.0
5549,mine,1.0
5550,penny,2.0
5551,fear,1.0
5552,back,1.0
5553,affair,2.0
5554,apron,2.0
5555,sifting,2.0
5556,same,1.0
5557,cairn,1.0
5558,shaft,1.0
5559,balmy,2.0
5560,No,1.0
5561,cityscape,3.0
5562,buzz,1.0
5563,boys,1.0
5564,busker's,
5565,infinity,4.0
5566,homeland,2.0
5567,road,1.0
5568,Into,2.0
5569,crash,1.0
5570,craters,2.0
5571,passion,2.0
5572,pelicans,3.0
5573,wet,1.0
5574,thicker,2.0
5575,hill,1.0
5576,indecisions,4.0
5577,mourners,2.0
5578,tightly,2.0
5579,bruises,2.0
5580,movie,2.0
5581,tonight,2.0
5582,boats,1.0
5583,solar,2.0
5584,seller,2.0
5585,Chilly,2.0
5586,laundry,2.0
5587,O,1.0
5588,looting,2.0
5589,unsweetened,3.0
5590,cocktail,2.0
5591,mattress,2.0
5592,hint,1.0
5593,clouds,1.0
5594,rises,2.0
5595,four,1.0
5596,attracts,2.0
5597,resolution,4.0
5598,dawn,1.0
5599,details,2.0
5600,',
5601,groans,1.0
5602,failing,2.0
5603,calico,3.0
5604,basement,2.0
5605,melted,2.0
5606,untouched,2.0
5607,bullock,2.0
5608,streaming,2.0
5609,end,1.0
5610,honking,2.0
5611,rain's,1.0
5612,lull,1.0
5613,hammerings,
5614,climatic,3.0
5615,farmers,2.0
5616,dust,1.0
5617,himalayas,4.0
5618,secrets,2.0
5619,again,2.0
5620,towers,2.0
5621,hurricane,3.0
5622,crow,1.0
5623,idiot,3.0
5624,sermon,2.0
5625,willow,2.0
5626,step,1.0
5627,flood,1.0
5628,reading,2.0
5629,thread,1.0
5630,tiger,2.0
5631,half,1.0
5632,billboards,2.0
5633,swats,1.0
5634,crisp,1.0
5635,traces,2.0
5636,tan,1.0
5637,robin's,2.0
5638,fever,2.0
5639,reel,1.0
5640,glide,1.0
5641,slot,1.0
5642,pissing,2.0
5643,daughter's,2.0
5644,chair,1.0
5645,Sale,1.0
5646,their,1.0
5647,Today's,2.0
5648,trembling,2.0
5649,limes,1.0
5650,sausage,2.0
5651,flanks,1.0
5652,abundance,3.0
5653,sala,2.0
5654,hairs,1.0
5655,Florida,3.0
5656,sweetened,2.0
5657,secretary,4.0
5658,cannon,2.0
5659,bun,1.0
5660,fairy,2.0
5661,walk,1.0
5662,basket,2.0
5663,he,1.0
5664,Gaza,2.0
5665,mo,1.0
5666,lily,2.0
5667,passenger,3.0
5668,amber,2.0
5669,breezy,2.0
5670,magnets,2.0
5671,harder,2.0
5672,downstream,2.0
5673,orchard,2.0
5674,urine,2.0
5675,coke,1.0
5676,robins,2.0
5677,traffic,2.0
5678,blurry,2.0
5679,headphones,2.0
5680,winged,1.0
5681,pajama,3.0
5682,miso,2.0
5683,magnifying,4.0
5684,crinkled,2.0
5685,loon's,
5686,fanfare,2.0
5687,corridors,3.0
5688,deflates,2.0
5689,legged,1.0
5690,streetlights,2.0
5691,inky,2.0
5692,streetlight,2.0
5693,Dodge,1.0
5694,sprouting,2.0
5695,forty,2.0
5696,look,1.0
5697,expensive,3.0
5698,marriage,2.0
5699,grasses,2.0
5700,chapter,2.0
5701,espresso,3.0
5702,locks,1.0
5703,tomorrow's,3.0
5704,whiteboard,2.0
5705,commute,2.0
5706,thunder,2.0
5707,struggles,2.0
5708,english,2.0
5709,arch,1.0
5710,tax,1.0
5711,impressionist,4.0
5712,pint,1.0
5713,Commerce,2.0
5714,goes,1.0
5715,kimono,3.0
5716,warmth,1.0
5717,leaf's,
5718,insect's,2.0
5719,turn,1.0
5720,bedroom,2.0
5721,town,1.0
5722,radios,3.0
5723,Melitta,3.0
5724,robed,1.0
5725,unknot,2.0
5726,suns,1.0
5727,facebook,2.0
5728,cul,1.0
5729,stacks,1.0
5730,Fog,1.0
5731,to,1.0
5732,forth,1.0
5733,went,1.0
5734,visual,3.0
5735,brown,1.0
5736,melt,1.0
5737,chill,1.0
5738,clothes,1.0
5739,Om,1.0
5740,friend,1.0
5741,port,1.0
5742,pool,1.0
5743,guts,1.0
5744,violet,3.0
5745,day's,1.0
5746,moss,1.0
5747,Sharp,1.0
5748,glistening,3.0
5749,pomegranate,4.0
5750,Grace,1.0
5751,lantern,2.0
5752,heat,1.0
5753,puddles,2.0
5754,rainstorm,2.0
5755,dividing,3.0
5756,floor,1.0
5757,this,1.0
5758,cooling,2.0
5759,day,1.0
5760,jasmine,2.0
5761,packing,2.0
5762,mulch,1.0
5763,curried,2.0
5764,message,2.0
5765,pretends,2.0
5766,services,3.0
5767,gusts,1.0
5768,finds,1.0
5769,dad,1.0
5770,cube,1.0
5771,shooting,2.0
5772,faster,2.0
5773,armistice,3.0
5774,wrapped,1.0
5775,lighted,2.0
5776,decide,2.0
5777,prints,1.0
5778,indian,3.0
5779,darkens,2.0
5780,bullfrog,2.0
5781,bleached,1.0
5782,salon,2.0
5783,workers,2.0
5784,subconscious,3.0
5785,headstones,2.0
5786,writing,2.0
5787,cairns,1.0
5788,blades,1.0
5789,cone,1.0
5790,beggar,2.0
5791,heavy,2.0
5792,ember,2.0
5793,kites,1.0
5794,bellied,2.0
5795,bouquet,2.0
5796,progress,2.0
5797,earlier,3.0
5798,zone,1.0
5799,tonight,2.0
5800,starving,2.0
5801,stroke,1.0
5802,perking,2.0
5803,explains,2.0
5804,herd,1.0
5805,escalator,4.0
5806,carp,1.0
5807,Kona,2.0
5808,Dead,1.0
5809,gingko,2.0
5810,fair,1.0
5811,am,1.0
5812,unfolds,2.0
5813,joggers,2.0
5814,wired,1.0
5815,Labor,2.0
5816,pen,1.0
5817,pack,1.0
5818,O's,1.0
5819,glides,1.0
5820,blowing,2.0
5821,tapes,1.0
5822,sisters,2.0
5823,roll,1.0
5824,pony,2.0
5825,conditioners,5.0
5826,wanted,2.0
5827,bartender,3.0
5828,tube,1.0
5829,mouse,1.0
5830,trickling,2.0
5831,seeps,1.0
5832,conductor,3.0
5833,cools,1.0
5834,worms,1.0
5835,UPS,1.0
5836,where,1.0
5837,crashing,2.0
5838,marked,1.0
5839,nettles,2.0
5840,mats,1.0
5841,arm,1.0
5842,stops,1.0
5843,fumes,1.0
5844,fermenting,3.0
5845,frightened,2.0
5846,jay,1.0
5847,sheets,1.0
5848,salt,1.0
5849,muggy,2.0
5850,chirp,1.0
5851,breeze,1.0
5852,ever,2.0
5853,sepia,3.0
5854,changeful,2.0
5855,hiroshima,4.0
5856,opulent,3.0
5857,don't,1.0
5858,resisting,3.0
5859,forecast,2.0
5860,occupied,3.0
5861,warning,2.0
5862,reflect,2.0
5863,appetite,3.0
5864,bristles,2.0
5865,reverse,2.0
5866,scrabble,2.0
5867,daydream,2.0
5868,lid,1.0
5869,sizzle,2.0
5870,turkey,2.0
5871,morphine,2.0
5872,iris,2.0
5873,boiling,2.0
5874,doing,2.0
5875,graffiti,3.0
5876,High,1.0
5877,on,1.0
5878,nibble,2.0
5879,Hanukkah,3.0
5880,declined,2.0
5881,trees,1.0
5882,graying,2.0
5883,finger,2.0
5884,widow,2.0
5885,bent,1.0
5886,embers,2.0
5887,visiting,3.0
5888,nightfall,2.0
5889,skeleton,3.0
5890,swallows,2.0
5891,copy,2.0
5892,colours,2.0
5893,solitary,4.0
5894,dewed,1.0
5895,monks,1.0
5896,hands,1.0
5897,moonlessness,3.0
5898,kneaded,2.0
5899,light,1.0
5900,enlightened,3.0
5901,newsprint,2.0
5902,gibbous,2.0
5903,breakfast,2.0
5904,tallest,2.0
5905,elders,2.0
5906,pears,1.0
5907,Bush,1.0
5908,shall,1.0
5909,never,2.0
5910,catch,1.0
5911,untwisting,3.0
5912,depression,3.0
5913,sweats,1.0
5914,Dusting,2.0
5915,rummage,2.0
5916,reply,2.0
5917,rig's,1.0
5918,dawn,1.0
5919,torn,1.0
5920,slenderer,3.0
5921,Stopping,2.0
5922,bakery,3.0
5923,again,2.0
5924,manor,2.0
5925,seedlings,2.0
5926,shells,1.0
5927,sends,1.0
5928,shares,1.0
5929,ad,1.0
5930,courtship,2.0
5931,carousel,3.0
5932,jogger's,2.0
5933,prolific,3.0
5934,recipes,3.0
5935,street,1.0
5936,raw,1.0
5937,winter,2.0
5938,closes,2.0
5939,rushed,1.0
5940,toe,1.0
5941,antenna,3.0
5942,houses,2.0
5943,flea,1.0
5944,harness,2.0
5945,desk,1.0
5946,drinks,1.0
5947,kettle,2.0
5948,coltsfoot,2.0
5949,practised,2.0
5950,snake,1.0
5951,Two,1.0
5952,parking,2.0
5953,ladder,2.0
5954,breather,2.0
5955,berry,2.0
5956,siren,2.0
5957,towel,2.0
5958,unfair,2.0
5959,worth,1.0
5960,burrow,2.0
5961,Boston,2.0
5962,nameless,2.0
5963,laps,1.0
5964,measure,2.0
5965,curls,1.0
5966,knife's,
5967,sale,1.0
5968,homeward,2.0
5969,polishing,3.0
5970,Ides,1.0
5971,gutters,2.0
5972,gravy,2.0
5973,lowering,3.0
5974,downpour,2.0
5975,abandon,3.0
5976,parrot,2.0
5977,eaten,2.0
5978,teaspoons,2.0
5979,pavement,2.0
5980,ironed,2.0
5981,cleaning,2.0
5982,slit,1.0
5983,forsythia,4.0
5984,sunshine,2.0
5985,wicked,2.0
5986,jumps,1.0
5987,trunk,1.0
5988,year's,1.0
5989,malaise,2.0
5990,bridge,1.0
5991,footprint,2.0
5992,needlepoint,3.0
5993,way,1.0
5994,roses,2.0
5995,refuse,2.0
5996,disco,2.0
5997,soften,2.0
5998,oven,2.0
5999,address,2.0
6000,Happy,2.0
6001,bombshell,2.0
6002,put,1.0
6003,mention,2.0
6004,praying,2.0
6005,recycle,3.0
6006,horse's,2.0
6007,troubled,2.0
6008,Memorial,4.0
6009,tightening,3.0
6010,clump,1.0
6011,towards,2.0
6012,pear,1.0
6013,geometry,4.0
6014,violin,3.0
6015,wednesday,2.0
6016,skylark's,
6017,bookmark,2.0
6018,hardware,2.0
6019,vehicle,3.0
6020,law,1.0
6021,trace,1.0
6022,watering,3.0
6023,dove,1.0
6024,General,3.0
6025,entrance,2.0
6026,convict's,2.0
6027,head,1.0
6028,spiral,2.0
6029,wildfire,2.0
6030,Seltzer,2.0
6031,wash,1.0
6032,Eid's,
6033,swirl,1.0
6034,trackless,2.0
6035,senior's,2.0
6036,examinations,5.0
6037,holds,1.0
6038,Patriot's,3.0
6039,breaches,2.0
6040,highest,2.0
6041,air,1.0
6042,Tuesday,2.0
6043,renovation,4.0
6044,later,2.0
6045,breaking,2.0
6046,eleventh,3.0
6047,believe,2.0
6048,touching,2.0
6049,hijab,2.0
6050,truths,1.0
6051,truck,1.0
6052,kissing,2.0
6053,underlying,4.0
6054,dogwood,2.0
6055,framed,1.0
6056,blackens,2.0
6057,webs,1.0
6058,industrial,4.0
6059,beyond,2.0
6060,stronger,2.0
6061,rebuild,2.0
6062,infant,2.0
6063,Easter,2.0
6064,prayer,2.0
6065,bow,1.0
6066,smells,1.0
6067,plucking,2.0
6068,recumbent,3.0
6069,fragments,2.0
6070,pelicans,3.0
6071,rolling,2.0
6072,chickadee,3.0
6073,age,1.0
6074,its,1.0
6075,condom,2.0
6076,cresting,2.0
6077,uncle,2.0
6078,moans,1.0
6079,Delta,2.0
6080,speaking,2.0
6081,doe,1.0
6082,hotdog,2.0
6083,itself,2.0
6084,cab,1.0
6085,meditation,4.0
6086,visitor's,3.0
6087,kitten,2.0
6088,valentine's,3.0
6089,breathless,2.0
6090,anyway,3.0
6091,poppies,2.0
6092,fox,1.0
6093,midnight,2.0
6094,dried,1.0
6095,aching,2.0
6096,shoelaces,3.0
6097,flute,1.0
6098,teeming,2.0
6099,serious,3.0
6100,truth,1.0
6101,figs,1.0
6102,watching,2.0
6103,colorful,3.0
6104,promenade,3.0
6105,blinders,2.0
6106,thumbing,2.0
6107,crunch,1.0
6108,nightlight,2.0
6109,files,1.0
6110,International,5.0
6111,windowsill,3.0
6112,names,1.0
6113,hay,1.0
6114,through,1.0
6115,Facebook,2.0
6116,stays,1.0
6117,Lost,1.0
6118,bins,1.0
6119,Pass,1.0
6120,ridge,1.0
6121,Autumn,2.0
6122,uphill,2.0
6123,refugee,3.0
6124,teller,2.0
6125,coconut,3.0
6126,frosts,1.0
6127,Minnesota,4.0
6128,aspirin,3.0
6129,old's,
6130,rehash,2.0
6131,markers,2.0
6132,youth,1.0
6133,bras,1.0
6134,Watching,2.0
6135,neighbor,2.0
6136,pools,1.0
6137,true,1.0
6138,chores,1.0
6139,name,1.0
6140,married,2.0
6141,lullabies,3.0
6142,upon,2.0
6143,footsteps,2.0
6144,quarantine,3.0
6145,road,1.0
6146,gathers,2.0
6147,button,2.0
6148,flowers,2.0
6149,groundhog,2.0
6150,cows,1.0
6151,noir,1.0
6152,conditions,3.0
6153,attic,2.0
6154,fury,2.0
6155,remains,2.0
6156,son's,1.0
6157,Jimmy's,
6158,runs,1.0
6159,up,1.0
6160,tastes,1.0
6161,washing,2.0
6162,All,1.0
6163,navigation,4.0
6164,tips,1.0
6165,gaping,2.0
6166,chairs,1.0
6167,dragonfly's,
6168,Tap,1.0
6169,washed,1.0
6170,ever,2.0
6171,data,2.0
6172,shines,1.0
6173,meadow,2.0
6174,equinox,3.0
6175,battle,2.0
6176,pants,1.0
6177,block,1.0
6178,ditch,1.0
6179,mountain,2.0
6180,slow,1.0
6181,perhaps,2.0
6182,beaches,2.0
6183,fishing,2.0
6184,summer,2.0
6185,scent,1.0
6186,square,1.0
6187,ants,1.0
6188,owner's,2.0
6189,thinner,2.0
6190,fractured,2.0
6191,practise,2.0
6192,olives,2.0
6193,end,1.0
6194,insect,2.0
6195,bullet,2.0
6196,maple,2.0
6197,blank,1.0
6198,phones,1.0
6199,mustache,2.0
6200,doll,1.0
6201,highlighted,3.0
6202,heron's,2.0
6203,smaller,2.0
6204,countless,2.0
6205,carapace,3.0
6206,turbulence,3.0
6207,atop,2.0
6208,lone,1.0
6209,brassiere,2.0
6210,shard,1.0
6211,Trespassing,3.0
6212,candles,2.0
6213,walk,1.0
6214,bench,1.0
6215,lives,1.0
6216,powdered,2.0
6217,seas,1.0
6218,foreclosed,2.0
6219,waiting,2.0
6220,press,1.0
6221,picking,2.0
6222,tender,2.0
6223,cremation,3.0
6224,waves,1.0
6225,unpicked,2.0
6226,inbox,2.0
6227,crabs,1.0
6228,memento,3.0
6229,here,1.0
6230,strewn,1.0
6231,separate,3.0
6232,mall,1.0
6233,peppered,2.0
6234,crossed,1.0
6235,accumulated,5.0
6236,lie,1.0
6237,countdown,2.0
6238,Euros,2.0
6239,steamy,2.0
6240,there's,1.0
6241,seasonal,3.0
6242,coals,1.0
6243,screen,1.0
6244,etched,1.0
6245,repeating,3.0
6246,community,4.0
6247,haiku,2.0
6248,fool's,1.0
6249,on,1.0
6250,discuss,2.0
6251,symmetry,3.0
6252,Steady,2.0
6253,store,1.0
6254,loudspeaker,3.0
6255,gentians,2.0
6256,laptop,2.0
6257,softness,2.0
6258,named,1.0
6259,Ellen,2.0
6260,come,1.0
6261,if,1.0
6262,shaving,2.0
6263,seaward,2.0
6264,Roosevelt's,3.0
6265,continent,3.0
6266,clarinet,3.0
6267,walnut,2.0
6268,bright,1.0
6269,underfoot,3.0
6270,Nature,2.0
6271,dragonfly,3.0
6272,knocks,1.0
6273,chatter,2.0
6274,glitters,2.0
6275,door,1.0
6276,passes,2.0
6277,became,2.0
6278,conviction,3.0
6279,shifts,1.0
6280,moon,1.0
6281,buyers,2.0
6282,cold,1.0
6283,Summer's,2.0
6284,line,1.0
6285,explores,2.0
6286,fewer,2.0
6287,pothole,2.0
6288,snails,1.0
6289,stand,1.0
6290,overturned,3.0
6291,saved,1.0
6292,microphone,3.0
6293,tavern,2.0
6294,brother,2.0
6295,longest,2.0
6296,chocolate,3.0
6297,perfect,2.0
6298,was,1.0
6299,fan,1.0
6300,reek,1.0
6301,reveals,2.0
6302,bitterness,3.0
6303,cart,1.0
6304,scudding,2.0
6305,courtyard,2.0
6306,christmas,2.0
6307,misspells,2.0
6308,skipper,2.0
6309,july,2.0
6310,medieval,4.0
6311,strides,1.0
6312,plunging,2.0
6313,occasional,4.0
6314,stood,1.0
6315,skies,1.0
6316,Then,1.0
6317,punctuating,4.0
6318,carbon,2.0
6319,school,1.0
6320,Red,1.0
6321,medicine,3.0
6322,misses,2.0
6323,bleak,1.0
6324,fans,1.0
6325,room,1.0
6326,wheat,1.0
6327,ornaments,3.0
6328,snore,1.0
6329,chorus,2.0
6330,constantly,3.0
6331,unclimbed,2.0
6332,mosquitos,3.0
6333,window,2.0
6334,flicker,2.0
6335,scarecrow,2.0
6336,moments,2.0
6337,done,1.0
6338,fording,2.0
6339,lets,1.0
6340,fades,1.0
6341,crying,2.0
6342,reveal,2.0
6343,inflatable,4.0
6344,mandarin,3.0
6345,remembers,3.0
6346,goose,1.0
6347,possible,3.0
6348,trail,1.0
6349,shadows,2.0
6350,cobweb,2.0
6351,postman,2.0
6352,Ford,1.0
6353,separates,3.0
6354,else,1.0
6355,braille,1.0
6356,steady,2.0
6357,chiffon,2.0
6358,frost,1.0
6359,warmed,1.0
6360,serpents,2.0
6361,grandmother,3.0
6362,angora,3.0
6363,wing,1.0
6364,ends,1.0
6365,troubles,2.0
6366,mellow,2.0
6367,canada,3.0
6368,slept,1.0
6369,vacant,2.0
6370,window's,2.0
6371,lofty,2.0
6372,deepening,3.0
6373,helmet,2.0
6374,freshness,2.0
6375,almond,2.0
6376,sober,2.0
6377,raid,1.0
6378,silence,2.0
6379,he's,1.0
6380,camera,3.0
6381,Bible,2.0
6382,faraway,3.0
6383,depths,1.0
6384,odor,2.0
6385,chicken,2.0
6386,lean,1.0
6387,Pearl,1.0
6388,Docs,1.0
6389,meet,1.0
6390,survived,2.0
6391,tent,1.0
6392,lantern,2.0
6393,mouths,1.0
6394,windshield,2.0
6395,prolonged,2.0
6396,hammock,2.0
6397,trip,1.0
6398,barmaid,2.0
6399,parents,2.0
6400,navel,2.0
6401,Year,1.0
6402,paper,2.0
6403,kids,1.0
6404,embrace,2.0
6405,when,1.0
6406,corroded,3.0
6407,mist,1.0
6408,perfumed,2.0
6409,giant,2.0
6410,drip,1.0
6411,wife's,1.0
6412,lands,1.0
6413,higher,2.0
6414,heaven,2.0
6415,tart,1.0
6416,loading,2.0
6417,knowingly,3.0
6418,anesthetic,4.0
6419,pickup,2.0
6420,plane,1.0
6421,wonderland,3.0
6422,slug,1.0
6423,jokes,1.0
6424,future,2.0
6425,storm,1.0
6426,exhibitionist,5.0
6427,fleet,1.0
6428,January,4.0
6429,gasping,2.0
6430,glare,1.0
6431,arcs,1.0
6432,calf,1.0
6433,intentions,3.0
6434,Hegel,2.0
6435,tortillas,3.0
6436,need,1.0
6437,blistering,3.0
6438,chess,1.0
6439,miles,1.0
6440,night,1.0
6441,think,1.0
6442,resemble,3.0
6443,spicy,2.0
6444,Rain,1.0
6445,hiss,1.0
6446,journeys,2.0
6447,people,2.0
6448,flowering,3.0
6449,favourite,3.0
6450,cottonwoods,3.0
6451,toothbrush,2.0
6452,If,1.0
6453,wallet,2.0
6454,shift,1.0
6455,map,1.0
6456,passive,2.0
6457,Holes,1.0
6458,minute,2.0
6459,weed,1.0
6460,absence,2.0
6461,cuts,1.0
6462,standing,2.0
6463,nth,1.0
6464,border,2.0
6465,leaver's,
6466,thermometers,4.0
6467,mascara,3.0
6468,question,2.0
6469,zigzags,2.0
6470,missing,2.0
6471,barn,1.0
6472,onions,2.0
6473,plans,1.0
6474,buoy's,
6475,State,1.0
6476,either,2.0
6477,tree,1.0
6478,imprint,2.0
6479,piano,3.0
6480,observing,3.0
6481,sunflower,3.0
6482,irises,3.0
6483,applause,2.0
6484,flagpole,2.0
6485,movement,2.0
6486,Japan's,2.0
6487,frayed,1.0
6488,talking,2.0
6489,clerk,1.0
6490,soak,1.0
6491,hail,1.0
6492,filled,1.0
6493,mountains,2.0
6494,parting,2.0
6495,contraction,3.0
6496,a,1.0
6497,dialysis,4.0
6498,skull,1.0
6499,rippled,2.0
6500,feathering,3.0
6501,brewing,2.0
6502,bloom,1.0
6503,strawberries,3.0
6504,banks,1.0
6505,decides,2.0
6506,tin,1.0
6507,Cautiously,3.0
6508,mountainside,3.0
6509,compost,2.0
6510,broadcast,2.0
6511,stairs,1.0
6512,whisper,2.0
6513,read,1.0
6514,spiced,1.0
6515,flight,1.0
6516,tinnitus,3.0
6517,sentences,3.0
6518,why,1.0
6519,conforms,2.0
6520,globalization,5.0
6521,darkness,2.0
6522,panes,1.0
6523,wriggle,2.0
6524,egret,2.0
6525,smartphone,2.0
6526,floating,2.0
6527,falls,1.0
6528,peeps,1.0
6529,Side,1.0
6530,pastor's,2.0
6531,cool,1.0
6532,onto,2.0
6533,bubble,2.0
6534,verandah,3.0
6535,test,1.0
6536,section,2.0
6537,hogs,1.0
6538,cranium,3.0
6539,thanksgiving,3.0
6540,beating,2.0
6541,speckled,2.0
6542,draw,1.0
6543,quayside,2.0
6544,festival,3.0
6545,lightning,2.0
6546,arms,1.0
6547,all,1.0
6548,resounds,2.0
6549,dad's,1.0
6550,crickets,2.0
6551,announces,3.0
6552,flutters,2.0
6553,celebrate,3.0
6554,Proust,1.0
6555,swirls,1.0
6556,afraid,2.0
6557,enlightenment,4.0
6558,lock,1.0
6559,mirrors,2.0
6560,Alamo,3.0
6561,camellia,3.0
6562,demo,2.0
6563,keeps,1.0
6564,restaurant,3.0
6565,emigrated,4.0
6566,pallid,2.0
6567,archipelago,5.0
6568,glimpse,1.0
6569,Friday,2.0
6570,mat,1.0
6571,quieter,3.0
6572,unties,2.0
6573,downhill,2.0
6574,freeway,2.0
6575,snatches,2.0
6576,circles,2.0
6577,shampoo,2.0
6578,Sky,1.0
6579,burying,3.0
6580,secrets,2.0
6581,imperfect,3.0
6582,Honolulu,4.0
6583,trails,1.0
6584,arriving,3.0
6585,almonds,2.0
6586,offering,3.0
6587,precipitation,5.0
6588,Groundhog,2.0
6589,phrase,1.0
6590,debris,2.0
6591,among,2.0
6592,bees,1.0
6593,wiping,2.0
6594,quarrels,2.0
6595,everyone's,3.0
6596,silhouette,3.0
6597,mark,1.0
6598,bald,1.0
6599,washes,2.0
6600,jays,1.0
6601,chairs',
6602,fighting,2.0
6603,pretend,2.0
6604,departs,2.0
6605,warning,2.0
6606,brimming,2.0
6607,sizes,2.0
6608,patient's,2.0
6609,erupts,2.0
6610,veterans,3.0
6611,cataract,3.0
6612,answering,3.0
6613,melon,2.0
6614,said,1.0
6615,solitude,3.0
6616,polishes,3.0
6617,muted,2.0
6618,Sea,1.0
6619,swaying,2.0
6620,fireside,2.0
6621,pulls,1.0
6622,reflected,3.0
6623,cough,1.0
6624,free,1.0
6625,court,1.0
6626,rescue,2.0
6627,loneliness,3.0
6628,draped,1.0
6629,Daffodils,3.0
6630,shivering,3.0
6631,raptor,2.0
6632,double,2.0
6633,play,1.0
6634,daphne,2.0
6635,answered,2.0
6636,flitting,2.0
6637,woofer,2.0
6638,lime,1.0
6639,windswept,2.0
6640,cleaner,2.0
6641,fragrance,2.0
6642,vapor,2.0
6643,blossom,2.0
6644,lockdown,2.0
6645,office,2.0
6646,desperation,4.0
6647,master,2.0
6648,exchange,2.0
6649,refuses,3.0
6650,Arizona,4.0
6651,welder,2.0
6652,Earth's,1.0
6653,I'm,1.0
6654,nightgown,2.0
6655,crop,1.0
6656,girlfriend,2.0
6657,jellyfish,3.0
6658,shopping,2.0
6659,unfamiliar,4.0
6660,pines,1.0
6661,buds,1.0
6662,cleaners,2.0
6663,brightly,2.0
6664,bathtub,2.0
6665,Crystal,2.0
6666,handwriting,3.0
6667,roof,1.0
